"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S08000026","Health board","NHS Shetland",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,0.8,15.8,0
"S08000026","Health board","NHS Shetland",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.6,18.2,0
"S08000026","Health board","NHS Shetland",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.7,18.9,0
"S08000026","Health board","NHS Shetland",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.8,19.7,0
"S08000026","Health board","NHS Shetland",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.9,20.7,0
"S08000026","Health board","NHS Shetland",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,2,22.1,0
"S08000028","Health board","NHS Western Isles",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,4.9,24.1,0.1
"S08000028","Health board","NHS Western Isles",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,5.6,25,0.3
"S08000028","Health board","NHS Western Isles",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,5.6,25,0.3
"S08000028","Health board","NHS Western Isles",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,4.8,23.6,0.1
"S08000028","Health board","NHS Western Isles",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4,22.1,0.1
"S08000028","Health board","NHS Western Isles",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.1,22.9,0.1
"S08000028","Health board","NHS Western Isles",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.2,23.4,0.1
"S08000028","Health board","NHS Western Isles",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.2,23.6,0.1
"S08000028","Health board","NHS Western Isles",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,4.2,23.6,0.1
"S08000028","Health board","NHS Western Isles",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,6,26.8,0.3
"S08000028","Health board","NHS Western Isles",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.8,3.4,22.3,0
"S08000028","Health board","NHS Western Isles",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.7,19.5,0
"S08000028","Health board","NHS Western Isles",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.8,20.2,0
"S08000028","Health board","NHS Western Isles",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.4,1.9,20.7,0
"S08000028","Health board","NHS Western Isles",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.2,1,19.6,0
"S08000028","Health board","NHS Western Isles",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",0.6,3,24.6,0
"S08000029","Health board","NHS Fife",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.8,5.5,8.5,3.4
"S08000029","Health board","NHS Fife",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.8,5.4,8.3,3.3
"S08000029","Health board","NHS Fife",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22.8,5.7,8.6,3.6
"S08000029","Health board","NHS Fife",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23,5.6,8.5,3.6
"S08000029","Health board","NHS Fife",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23.2,5.6,8.4,3.6
"S08000029","Health board","NHS Fife",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",22,5.2,7.9,3.3
"S08000029","Health board","NHS Fife",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23,5.5,8.2,3.5
"S08000029","Health board","NHS Fife",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.4,5,7.7,3.1
"S08000029","Health board","NHS Fife",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19.2,4.7,7.4,2.9
"S08000029","Health board","NHS Fife",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.8,4.7,7.4,2.8
"S08000029","Health board","NHS Fife",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.4,5.3,8.1,3.2
"S08000029","Health board","NHS Fife",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.2,4.6,7.3,2.7
"S08000029","Health board","NHS Fife",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17,4.6,7.4,2.7
"S08000029","Health board","NHS Fife",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17,4.8,7.7,2.8
"S08000029","Health board","NHS Fife",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",16.4,4.8,7.7,2.8
"S08000029","Health board","NHS Fife",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",15.2,4.6,7.5,2.6
"S08000030","Health board","NHS Tayside",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.2,4.7,7.4,2.8
"S08000030","Health board","NHS Tayside",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.6,4.6,7.3,2.8
"S08000030","Health board","NHS Tayside",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.4,4.2,6.7,2.5
"S08000030","Health board","NHS Tayside",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.2,4.8,7.4,2.9
"S08000030","Health board","NHS Tayside",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.4,4.8,7.4,2.9
"S08000030","Health board","NHS Tayside",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.8,4.8,7.3,3
"S08000030","Health board","NHS Tayside",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.8,4.3,6.8,2.6
"S08000030","Health board","NHS Tayside",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19.2,4.5,7.1,2.7
"S08000030","Health board","NHS Tayside",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.2,4.3,6.8,2.6
"S08000030","Health board","NHS Tayside",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.2,4.1,6.6,2.4
"S08000030","Health board","NHS Tayside",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.8,4.6,7.3,2.8
"S08000030","Health board","NHS Tayside",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19.6,4.9,7.6,3
"S08000030","Health board","NHS Tayside",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19.8,5.1,7.8,3.1
"S08000030","Health board","NHS Tayside",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",19,5,7.8,3
"S08000030","Health board","NHS Tayside",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.8,4.9,7.7,2.9
"S08000030","Health board","NHS Tayside",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",15.8,4.5,7.3,2.5
"S08000031","Health board","NHS Greater Glasgow & Clyde",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",67.2,5.6,7,4.3
"S08000031","Health board","NHS Greater Glasgow & Clyde",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",64.8,5.3,6.7,4.1
"S08000031","Health board","NHS Greater Glasgow & Clyde",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",65.6,5.2,6.7,4
"S08000031","Health board","NHS Greater Glasgow & Clyde",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",57.6,4.5,5.9,3.4
"S08000031","Health board","NHS Greater Glasgow & Clyde",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",56.6,4.4,5.7,3.3
"S08000031","Health board","NHS Greater Glasgow & Clyde",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",60.4,4.6,6,3.5
"S08000031","Health board","NHS Greater Glasgow & Clyde",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",54.4,4.1,5.4,3.1
"S08000031","Health board","NHS Greater Glasgow & Clyde",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",47.8,3.7,4.9,2.7
"S08000031","Health board","NHS Greater Glasgow & Clyde",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",47.4,3.7,4.9,2.7
"S08000031","Health board","NHS Greater Glasgow & Clyde",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",42.8,3.4,4.5,2.4
"S08000031","Health board","NHS Greater Glasgow & Clyde",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",38.6,3.1,4.2,2.2
"S08000031","Health board","NHS Greater Glasgow & Clyde",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",41.6,3.4,4.6,2.4
"S08000031","Health board","NHS Greater Glasgow & Clyde",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",41.6,3.4,4.6,2.5
"S08000031","Health board","NHS Greater Glasgow & Clyde",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",40.2,3.4,4.6,2.4
"S08000031","Health board","NHS Greater Glasgow & Clyde",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",40,3.5,4.7,2.5
"S08000031","Health board","NHS Greater Glasgow & Clyde",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",41.8,3.7,5,2.7
"S08000032","Health board","NHS Lanarkshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",35.8,5,7,3.5
"S08000032","Health board","NHS Lanarkshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",35.8,4.9,6.8,3.4
"S08000032","Health board","NHS Lanarkshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",31,4.1,5.9,2.8
"S08000032","Health board","NHS Lanarkshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",30.8,4.1,5.8,2.8
"S08000032","Health board","NHS Lanarkshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",27.6,3.6,5.3,2.4
"S08000032","Health board","NHS Lanarkshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",25.8,3.4,5,2.2
"S08000032","Health board","NHS Lanarkshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23.6,3.2,4.7,2
"S08000032","Health board","NHS Lanarkshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",23.6,3.2,4.8,2.1
"S08000032","Health board","NHS Lanarkshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",24.6,3.4,5,2.2
"S08000032","Health board","NHS Lanarkshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",24.6,3.5,5.1,2.2
"S08000032","Health board","NHS Lanarkshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",21,3,4.6,1.9
"S08000032","Health board","NHS Lanarkshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.6,3,4.6,1.8
"S08000032","Health board","NHS Lanarkshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20,2.9,4.5,1.8
"S08000032","Health board","NHS Lanarkshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",17.8,2.7,4.2,1.6
"S08000032","Health board","NHS Lanarkshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",18.2,2.8,4.4,1.7
"S08000032","Health board","NHS Lanarkshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",20.8,3.2,4.9,2
"S12000005","Council area","Clackmannanshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,7.1,19.1,1.7
"S12000005","Council area","Clackmannanshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,6,16.9,1.3
"S12000005","Council area","Clackmannanshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,5.3,15.4,1.1
"S12000005","Council area","Clackmannanshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,4.4,13.8,0.7
"S12000005","Council area","Clackmannanshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.2,2,9.7,0.1
"S12000005","Council area","Clackmannanshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,2.3,10.2,0.1
"S12000005","Council area","Clackmannanshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.8,2.9,11.3,0.3
"S12000005","Council area","Clackmannanshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,2.4,10.5,0.1
"S12000005","Council area","Clackmannanshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1,1.7,9.5,0
"S12000005","Council area","Clackmannanshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,2.8,11.5,0.2
"S12000005","Council area","Clackmannanshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.6,2.9,11.8,0.2
"S12000005","Council area","Clackmannanshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,3.7,13.4,0.4
"S12000005","Council area","Clackmannanshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,3.8,13.8,0.4
"S12000005","Council area","Clackmannanshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2,4,14.6,0.5
"S12000005","Council area","Clackmannanshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,3,13.2,0.1
"S12000005","Council area","Clackmannanshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",1.4,3,13.2,0.1
"S12000006","Council area","Dumfries & Galloway",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,3.6,8.4,1.2
"S12000006","Council area","Dumfries & Galloway",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,3.8,8.6,1.3
"S12000006","Council area","Dumfries & Galloway",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.8,4,8.8,1.4
"S12000006","Council area","Dumfries & Galloway",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,4.4,9.3,1.7
"S12000006","Council area","Dumfries & Galloway",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,4.8,9.8,1.9
"S12000006","Council area","Dumfries & Galloway",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.2,4.3,9.2,1.6
"S12000006","Council area","Dumfries & Galloway",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,3.8,8.5,1.3
"S12000006","Council area","Dumfries & Galloway",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.2,3.7,8.5,1.2
"S12000006","Council area","Dumfries & Galloway",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,3.7,8.5,1.2
"S12000006","Council area","Dumfries & Galloway",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.6,3.5,8.3,1
"S12000006","Council area","Dumfries & Galloway",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.2,4,9.1,1.3
"S12000006","Council area","Dumfries & Galloway",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,3.7,8.8,1.2
"S12000006","Council area","Dumfries & Galloway",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,3.5,8.6,1
"S12000006","Council area","Dumfries & Galloway",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,3.9,9.2,1.2
"S12000006","Council area","Dumfries & Galloway",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3.1,8.2,0.8
"S12000006","Council area","Dumfries & Galloway",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,2.9,8,0.7
"S12000008","Council area","East Ayrshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.8,5.5,11.3,2.1
"S12000008","Council area","East Ayrshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",8.4,6.6,12.8,2.9
"S12000008","Council area","East Ayrshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9,6.9,13.1,3.2
"S12000008","Council area","East Ayrshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",9,6.8,12.9,3.1
"S12000008","Council area","East Ayrshire",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.4,5.5,11.2,2.3
"S12000008","Council area","East Ayrshire",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7.6,5.6,11.3,2.4
"S12000008","Council area","East Ayrshire",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.2,4.6,9.8,1.7
"S12000008","Council area","East Ayrshire",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",7,5.2,10.7,2.1
"S12000008","Council area","East Ayrshire",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.2,4.7,10,1.7
"S12000008","Council area","East Ayrshire",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",6.4,4.8,10.2,1.8
"S12000008","Council area","East Ayrshire",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5.4,4.1,9.3,1.4
"S12000008","Council area","East Ayrshire",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,3.9,9.2,1.3
"S12000008","Council area","East Ayrshire",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,2.4,7.1,0.5
"S12000008","Council area","East Ayrshire",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3,2.5,7.2,0.5
"S12000008","Council area","East Ayrshire",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.6,2.2,6.9,0.4
"S12000008","Council area","East Ayrshire",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,2.4,7.4,0.5
"S12000010","Council area","East Lothian",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,4.3,10.7,1.2
"S12000010","Council area","East Lothian",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,3.9,10,1.1
"S12000010","Council area","East Lothian",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,3.9,9.9,1.1
"S12000010","Council area","East Lothian",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,4.6,10.7,1.5
"S12000010","Council area","East Lothian",2008,"2006 to 2010 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,3.8,9.5,1.1
"S12000010","Council area","East Lothian",2009,"2007 to 2011 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4,3.6,9.2,1
"S12000010","Council area","East Lothian",2010,"2008 to 2012 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.2,3.8,9.5,1.1
"S12000010","Council area","East Lothian",2011,"2009 to 2013 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3.5,9.1,0.9
"S12000010","Council area","East Lothian",2012,"2010 to 2014 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,3,8.4,0.6
"S12000010","Council area","East Lothian",2013,"2011 to 2015 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.6,3.4,9.1,0.8
"S12000010","Council area","East Lothian",2014,"2012 to 2016 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.2,8.9,0.7
"S12000010","Council area","East Lothian",2015,"2013 to 2017 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.2,3.1,8.8,0.7
"S12000010","Council area","East Lothian",2016,"2014 to 2018 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.8,3.7,9.7,1
"S12000010","Council area","East Lothian",2017,"2015 to 2019 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.4,9.2,0.8
"S12000010","Council area","East Lothian",2018,"2016 to 2020 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",2.8,2.8,8.5,0.5
"S12000010","Council area","East Lothian",2019,"2017 to 2021 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",3.4,3.5,9.6,0.8
"S12000011","Council area","East Renfrewshire",2004,"2002 to 2006 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.4,4.9,12,1.4
"S12000011","Council area","East Renfrewshire",2005,"2003 to 2007 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,5.6,13.1,1.8
"S12000011","Council area","East Renfrewshire",2006,"2004 to 2008 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",4.8,5.4,12.8,1.7
"S12000011","Council area","East Renfrewshire",2007,"2005 to 2009 calendar years; 5-year aggregates","Crude rate per 1,000 live births","Infant deaths, aged 0-1 years",5,5.7,13.4,1.8
